technical_test_score,coding_score,physometric_test_score,experience_years,has_certification,aptitude_score,project_count,10th_score,12th_score,graduation_score,communication_score,resume_ats_score,internship_certification,industry_demand_index,job_role_applied,success
81.5803592968255,82.40669116077466,69.15694008398337,2,1,87.56710525243712,4,7.847986550091857,7.242597915352842,5.561678444695747,76.83092951394298,65.67340486603408,1,8,Cloud Engineer,1
73.25855037418224,77.09089121622976,65.80271497447357,3,1,81.46395559716208,3,5.205390797872896,8.817720367948954,8.777857951783322,79.2868210948518,77.03253828095947,1,7,Backend Developer,1
62.326912455956084,51.34819111100771,70.26604961095852,3,0,84.63127854455307,5,6.021454695564924,5.437570860930117,7.516181682226648,89.07342946061017,56.32673538715044,1,4,Cloud Engineer,0
75.78386522776717,85.785295558906,63.00939617143561,3,0,82.43593761344115,0,6.133688621070365,6.4325179149389236,9.476435165531193,78.3175779646948,61.96639567234306,1,8,Frontend Developer,1
67.35901936520517,71.79981487998305,72.2724107961213,1,0,79.23199470612913,0,7.403614786113497,5.802428120302217,5.583285589302107,74.20642506654801,64.02721064153752,0,8,Cloud Engineer,0
71.91749122510592,81.71190640596656,66.65825552588167,3,1,82.22042010794826,0,8.040968834782781,6.371292893331845,5.3326650945113805,83.49975535625688,65.03348947871753,1,3,Product Manager,1
87.92300551575553,91.16922095676863,80.14297492955946,3,0,92.12331052278567,2,6.009291664218317,7.032683264029064,6.224578119833759,71.90083143210819,73.62543091092961,0,3,Backend Developer,1
75.61894646118094,81.33931507401839,70.63084734205542,2,1,76.33579853588355,0,5.661639232342173,5.398342473713635,5.270873181355813,80.6183167201812,78.67805459542446,0,3,Frontend Developer,0
85.04604900458817,100.0,72.10067397370986,4,1,98.0,0,6.749988967291118,9.108007769669499,7.149134261930447,66.52656780840562,65.73400363713964,1,3,Full Stack Developer,1
70.85910960771062,73.06100618394056,75.47467152570192,1,0,81.74174560869733,3,6.590879630995118,5.024584959088452,8.3009718228757,88.91578456695117,72.00033787312329,1,8,Backend Developer,0
66.26639299088549,72.11144444781412,69.35407177810347,0,1,81.58140453563396,1,7.484615545307099,5.1945936124066945,8.579145763227979,82.73088858529889,58.63624833296143,1,8,Backend Developer,0
66.9221543623205,61.60260194137615,77.32834660891056,3,0,80.06048144315307,2,7.255188332650777,8.106103232275073,5.142495258331863,71.70532265419712,70.00559992339696,1,5,Cloud Engineer,0
73.92576670250956,66.6339307245054,83.32151088211538,2,1,85.55735299294868,2,5.339980699749329,6.843008528926743,7.414003424081908,60.0,73.36262951185896,1,9,DevOps Engineer,0
81.19707242743469,92.42418466643738,71.49356767394531,1,1,92.44158827317874,2,5.954587591398521,8.978620834797416,9.095296304907812,64.17824888556792,59.341972886512416,1,4,Data Analyst,1
80.26835418138265,89.27316804644593,73.14278938404516,4,1,79.52933716694783,0,8.783986176968991,8.101898636724766,6.591711107724896,99.14904504978405,71.38635028530452,1,9,Product Manager,1
62.874047080022144,51.00060360891504,80.84477307557556,3,0,81.87407411565412,0,8.323085336367381,6.005160732460491,5.56965417202491,91.65886739468417,90.604226984447,0,7,Product Manager,0
73.97169990848856,88.38351857268826,82.38281219399613,1,0,90.04957951530946,3,8.973261949573967,9.212340379452808,8.422631622392752,81.40362906720843,66.9943060941475,1,4,Data Analyst,1
93.32754058072594,91.04676960217273,75.37994122023676,3,0,80.0843656939282,3,7.9600037315204295,7.186350247433032,5.722264075695865,93.74290913573377,51.102965163784546,1,4,Data Engineer,1
82.17471452692425,91.00906484096069,58.14469213502519,1,1,92.54815188378043,1,6.5656876147091285,6.155239738609984,6.933080079670613,68.64481954811005,65.0079800172407,0,8,DevOps Engineer,1
81.82218940097775,100.0,74.99373739706951,0,1,62.86855295744236,0,5.14268634151203,7.751200723970593,9.236478238646395,76.47547296462142,69.57175620924481,1,3,Backend Developer,0
70.39489739009781,73.01379302697727,85.56666429575198,3,1,77.60387969962018,1,9.03726724818587,6.33013428533054,8.620806000629441,69.21655207563978,81.87427151682,1,3,Cloud Engineer,1
77.03536674640971,74.19783153516542,72.82262333410668,2,1,98.0,2,8.279676647488985,7.65599813963154,7.145093036424282,84.81070369510772,78.51409936762654,1,6,Data Analyst,1
83.39207380669511,92.64652244853683,76.31476003371252,1,0,73.28377953585874,4,7.765815237707503,6.535987347807348,8.182327672906059,67.35812404008294,82.12090719322737,1,6,Backend Developer,1
78.00558414676537,89.07409007892208,77.04447461950087,2,0,75.55986638764712,2,7.525098753615154,7.5005849425577775,9.070431957174314,72.12338408189594,82.95207072669643,1,7,Frontend Developer,0
75.04090765313968,92.0416972174083,62.40410568619696,3,0,77.83706642591065,1,7.457956247645509,7.52882809203675,5.414988367592203,72.3926615322299,55.27645938489222,1,6,Full Stack Developer,1
79.58066225084927,81.01393090905056,77.52127830719813,1,0,97.27296923682633,2,8.982996300986516,9.376460961979038,8.89348628084928,76.90318217963272,95.0,1,9,DevOps Engineer,0
69.76739453498061,76.86273683760855,67.64088593297376,0,1,79.10522316730949,3,6.510008300189006,5.55790097462,6.950856414203544,76.94626263906352,79.95526691674114,1,4,Frontend Developer,0
75.54014785128088,93.49886566991103,59.220693750047474,1,1,84.8730841524281,1,5.264253204684492,9.137343950924748,9.00153709715952,63.51432400387123,56.391650216989206,1,3,Product Manager,1
61.9796604969347,68.88389939618527,64.56431777859702,4,1,77.29747924646878,2,5.186440607577965,8.40895422568613,8.321706400933794,78.26721351706573,58.07026628980863,1,8,Product Manager,0
70.71229243908762,94.40047084452615,76.87332801078372,4,0,86.97244773030513,1,8.06320454276021,7.537576727366977,5.354285442989326,76.25216149961608,65.33772608282888,1,4,Backend Developer,1
79.37386854561103,77.2541362730218,81.84362651483787,1,0,87.6874574288661,0,7.992268549045873,8.780445570504618,6.193798319098821,78.73210748334058,59.140368292582934,1,4,Frontend Developer,1
82.34289557643821,100.0,64.38765282321343,0,1,89.23755013373376,3,5.649903888190243,8.790140877964141,8.1902025611748,70.7311516771382,59.248969518832446,1,5,Frontend Developer,1
66.62471213854448,66.06352467093667,61.44750758378775,4,1,75.48568117824784,1,7.065574501015709,5.084646094230776,5.879459112760707,79.00879480843376,79.94868693787939,1,6,Frontend Developer,1
84.73726816660397,89.64438255092581,56.401602920351536,2,1,71.10138024263536,4,9.415489724257355,6.372872834198419,9.170129373385983,83.69265534656189,71.80338690663888,1,4,Data Analyst,1
72.53630776288767,81.66629688426565,74.52091665894294,3,0,78.88366365657677,1,6.250924528261139,7.347560146310464,5.533452684832458,69.95890592793882,74.37506203473036,1,8,Data Analyst,1
92.32001875920866,88.87060437327371,67.60777183467009,2,1,72.67395967093151,2,7.964793049844758,6.07106035353365,5.874613112522429,73.17761005225667,72.8191802075105,1,6,DevOps Engineer,1
67.61413403111277,78.6466090368267,94.98882740901519,2,0,74.18580689732926,3,7.29733526478455,6.6198382083398615,6.606942035701047,95.24676742847566,70.1002115174057,0,8,Cybersecurity Analyst,1
67.28992859031511,82.22775073561951,65.45773761186838,2,0,80.26218910044625,3,5.341918020786153,6.598656453021285,5.63992224870635,87.08112140184589,88.75225388483389,0,5,Cloud Engineer,0
73.70971430667193,72.46626040953969,67.7717908016766,1,1,74.30957418440417,4,6.9196592533367065,7.766318227441202,8.755121493362457,74.28829983562805,75.7122421023624,1,3,Frontend Developer,0
62.147383194090565,53.146675962260474,64.18000767156771,0,1,76.19899777244318,2,5.190616591897515,5.1958196494409234,6.65945996150362,82.62986124104715,72.79240101221,1,9,Cloud Engineer,0
82.96838148644653,100.0,66.21456037002835,2,1,69.41080343326257,0,7.51435248724871,8.260804854313758,5.120415079217281,98.33824728999974,69.87634061757636,1,8,Frontend Developer,1
84.43437747251062,90.41505286790006,73.21238349896123,0,0,83.71400990498402,3,6.045654759078419,6.863106238201423,8.354795617345639,90.60404211078652,88.96123276254346,1,4,DevOps Engineer,1
89.38149221479618,100.0,79.17420502936152,4,1,90.81631492779461,1,5.039721718076763,6.247593679991308,8.294785914966132,60.0,60.111276523644165,1,4,Cloud Engineer,1
93.55463631985356,80.24318753647006,81.17136399238011,4,1,88.44881001335992,1,7.3362545999805295,7.569197940478926,6.2463958968283295,81.71653769968897,60.15586953824788,1,7,DevOps Engineer,1
75.40710161484814,81.69327611889781,73.61379110795511,2,1,76.00103172395974,3,7.164421518125083,7.315761940013983,6.114465054630955,84.88661537260477,68.79502586100641,0,5,Backend Developer,0
65.98586024872156,67.13643136462075,82.61443226059438,1,0,90.17519636339155,5,6.2435268198335905,8.668434325209077,7.718938591071447,69.03704410313749,76.4914772107042,0,4,Frontend Developer,0
87.00607832507448,83.85232204191327,85.03931780466198,2,1,67.57571777728144,2,5.116401867764391,7.930643836593821,5.986181175997933,90.17421669808901,80.97484971353164,1,4,Cybersecurity Analyst,1
90.66677963376475,90.83850372569556,67.35786336933496,0,1,78.97281387265913,4,6.422969246640603,8.249805299153403,5.635950077471914,68.38352614362859,77.57304223774747,1,8,Cybersecurity Analyst,1
83.18056345607712,100.0,65.544465060057,2,0,83.34963662633895,0,5.522917383487927,5.596676846277506,6.7311233287095575,92.77619013231723,74.57224811949344,1,9,DevOps Engineer,1
69.3327458647163,64.59152740255261,85.30582270546022,2,1,87.77129886137888,3,5.90036963179138,8.59997161371422,7.464356519470765,86.3858466605855,64.467589981602,1,3,DevOps Engineer,0
70.48601921074089,55.731141498569514,77.75477593097969,2,1,65.95595529036298,4,5.48484007429257,7.867024586440758,9.467073284376468,92.99431215070454,63.070429954687846,1,8,Cloud Engineer,0
78.6734406338275,81.55677081451573,71.89539144405248,3,1,73.52087920728474,2,8.631873139111793,7.260801527710452,8.10775043658005,81.70447050412966,64.80165854274775,1,6,Data Analyst,1
62.13871178305553,74.06640210154413,73.12393482808193,3,0,67.81462028660921,0,5.359343101985504,9.439974072099842,5.317056746716447,60.9442664702747,79.77263370303122,1,5,Cybersecurity Analyst,0
72.59117043528569,74.5063425507275,58.84713338672321,3,1,65.77855230103839,2,5.306220747522338,9.270757555885066,6.178084595244005,80.66178831865103,83.22703219988979,1,8,Cybersecurity Analyst,0
76.94949769193529,66.78307219772738,76.50845446070056,1,1,88.97199369479942,3,7.775040213185091,7.145017232718239,7.623538221790856,93.62740826998963,58.16914484750235,1,4,Cybersecurity Analyst,0
72.4235078703546,86.83661367802944,73.59731102272669,4,1,66.27173401351449,3,6.601808538511239,6.984403825232786,5.795463427400043,78.58863178483634,65.48554609675067,0,9,Data Analyst,1
84.49624244448304,93.01104144800506,75.74292764745339,1,1,90.67383355338153,4,8.608740321152517,8.146166288679575,7.616518870067127,80.18073473423664,67.31378376061936,1,5,Product Manager,1
82.89867613271281,94.42173764881511,74.01054241622695,0,0,84.56388868863752,4,7.543204576600136,6.043833685115607,5.766971072642586,86.36598377508666,95.0,0,5,Frontend Developer,1
67.94500279017825,83.71348423675505,73.77228586989509,1,1,88.4061943237769,2,7.187958330524015,8.869250663808083,8.742277884342865,78.30865039328035,76.0950989621244,1,5,Product Manager,0
81.97037837965796,99.81133631913913,74.64398232079684,2,0,71.29045271618926,3,8.150691104314582,6.244467574729677,7.149235696829015,66.23778779595673,69.2601521846373,1,9,Full Stack Developer,1
76.34923737573382,73.72404498426783,69.77300157137002,4,1,89.46839282065284,2,8.492432062275718,5.897491642347806,6.569804880257683,60.0,66.9178407183917,1,5,Full Stack Developer,1
80.4905476556536,92.50549547490074,68.91035747693759,0,1,91.31288312485425,3,7.226129097312651,7.314584725188125,7.748797590609232,89.45214312250381,57.674109358310844,1,5,Cloud Engineer,1
69.63503832738684,81.79376577429643,70.12965904041299,1,0,85.48495499374786,2,5.353676461021979,7.007678521224167,8.474850299743675,61.395884978035056,56.91315869010861,1,7,Full Stack Developer,0
57.773256641030045,74.43696209772257,82.32817891729606,0,0,84.27477770763028,1,6.029640516388934,7.206668926244887,5.0588795693039454,80.67408085060819,64.87025756032187,0,8,DevOps Engineer,0
84.88904577444974,86.8972280501754,82.39651608902982,1,1,74.564440120658,2,5.494594728837855,5.852010415623476,6.615423221111535,62.56216353254606,60.4989543085435,0,6,Data Analyst,0
64.06497041267663,67.56556322188554,68.60531118585669,0,1,68.6066591984992,5,6.38893614530711,7.3155332354728895,5.902362849151561,60.90202330341073,64.24813550356484,1,6,Product Manager,0
67.97613930594751,77.57885555577056,70.33593638657021,1,0,80.02448093390858,1,5.731657501015606,7.358846320716351,8.996500884757149,89.23974334167596,72.06677628539116,0,9,Backend Developer,0
76.1743440958844,63.717269767287874,72.65734537162315,4,1,86.2386291260404,5,5.493171985550931,6.464794483492206,6.336426058047381,91.27477858731929,82.36489512184177,1,5,Frontend Developer,1
67.81268262921314,74.22525403008777,67.40302720156474,1,1,72.79641230897579,2,8.967702412249569,7.3227184102238265,9.424742398329759,87.31110839689474,61.71819436126492,0,5,Frontend Developer,0
75.37584475011793,83.67093210584802,78.77949161837414,4,1,85.30917077626273,0,9.08064034176516,8.004590085964306,7.834946511168484,78.11119863286544,74.72639762990012,0,6,Backend Developer,1
67.7358073958303,70.43781109007837,73.42437402416601,4,1,82.56798050948818,1,9.00543665927161,5.79905705664343,5.7384957062664395,72.34115931679379,72.7168358450003,0,4,Frontend Developer,0
75.32473352963106,83.40086021152302,76.4233023741047,0,1,79.82375941986447,0,6.884934825571498,8.038095933214482,7.937441284423447,89.07273684791708,52.84906652817461,1,7,Product Manager,1
79.67530384377987,89.63335405405559,70.68614248004765,1,0,76.33421576594799,2,8.267794815075137,5.475376302925198,7.5059455997414855,82.86684819874343,55.43953506653567,1,8,DevOps Engineer,0
72.21078292473713,98.45849695490675,76.91317576441506,1,1,79.32973520088748,3,7.976181813689125,7.84021135269313,7.532924339723031,96.33584832409058,51.80948984697452,1,7,Cloud Engineer,1
79.2932220202183,82.99261908468209,78.94297590355501,1,1,75.25837741634315,2,7.504170377405284,8.01712984911435,7.858607420542953,84.83494701964291,64.66155356185081,1,9,Data Analyst,1
77.24128927055685,78.19766934365663,72.1268293433811,1,1,77.70312396110126,1,7.977034992832419,5.626491005136607,7.554505479640937,83.86446183518046,70.30140661315177,1,8,Cloud Engineer,0
83.47949107237298,62.23132050863186,65.95079544578225,1,0,81.76151451364106,1,6.894373371766438,8.700034574596664,6.584275263044091,74.06300573012743,80.73366582444973,1,7,Full Stack Developer,0
74.47399791141609,90.48722748877371,72.08156195379672,0,0,66.75820230248453,2,7.775764658458159,7.62451543261207,6.038904046105277,73.46400714818328,65.88076765614046,0,5,Cloud Engineer,0
60.31035701517363,68.47394023053508,71.97959394009644,1,1,74.35911583867231,2,7.183464068622203,6.940941163651988,6.806144247409693,84.73007954967404,86.7817992212487,1,3,Product Manager,0
79.10880085255774,89.27826601004145,73.95875117160995,4,1,72.09981630058404,2,7.129506812477711,7.3056178263878895,8.652065351336075,60.0,56.87511309663687,1,5,Backend Developer,1
71.32892589704848,90.83894027836183,63.38315052236318,1,1,96.62222068158755,2,7.829904178827709,7.325567164606956,9.42508676616002,95.78856120373483,71.35491372316761,1,5,Backend Developer,1
74.19876738816038,71.81819655154646,64.13969190746216,1,0,75.1972907279481,1,5.074411901869441,5.816479250440977,9.367092145142948,88.68654058436628,69.44103533386405,1,9,Cloud Engineer,0
76.98576469040269,85.08575452205824,70.13416887003477,0,1,90.79308084090744,3,8.29357756596934,8.520527559822128,6.872615141919467,69.44814055368828,71.24384766907714,1,7,Frontend Developer,1
83.35328701655257,98.62314964974989,63.829533600699484,4,1,76.41697884054433,0,8.054805809656068,6.213963727350362,6.112790065613514,89.13826656145551,49.98293998274467,1,8,DevOps Engineer,1
83.25972208440918,86.75134496874222,71.9556610167432,3,0,76.97788089982018,0,6.821895308979197,6.768627162273562,8.925371660868471,93.65856625331341,76.77969970896528,1,5,Frontend Developer,1
63.51310279056449,61.0473193251621,66.93848826561499,2,1,85.29810385727696,2,5.268573493068106,6.528228864108802,5.121364452352373,83.54856540257778,73.87679879032846,1,6,Data Analyst,0
68.7339736613101,75.64032957396034,76.63215628467863,2,0,85.40109645125537,3,7.760604202484377,9.381525791935939,9.123175467919488,85.1963746826859,71.03117925717204,1,3,DevOps Engineer,0
81.88378790687796,95.75882758101855,74.60955910970443,0,1,83.16731376766437,2,8.785198564464167,5.0371107137291125,7.925891206744655,71.92004830885128,70.82864841868997,1,3,Product Manager,1
70.7383932827047,73.52326065318347,73.85701841348666,3,1,85.93055853526332,3,8.561132053316772,7.600017927703882,6.163774203015197,80.81642734421159,72.41409116370048,1,3,DevOps Engineer,1
73.00828681216741,76.06131385100059,71.45900333773594,4,0,87.45332773494476,4,6.274382026133978,7.372364319895003,5.460441698800788,60.0,70.45960936048934,1,8,Cloud Engineer,1
84.81546579107446,93.74853629112769,70.87659645770006,3,0,73.29458814134775,0,8.045366562782867,7.365704909052129,5.9341962561943085,96.39297135207276,62.63098647768201,1,3,Full Stack Developer,1
85.8451028704396,100.0,70.36845965564424,1,1,70.97127461522372,3,6.85834966744088,8.545291593118147,6.747377634857472,81.4177656079949,72.38498925673053,1,3,Product Manager,1
81.17358968518676,88.50145711458839,69.61086839737959,1,1,96.96794852676088,1,6.804521791175195,7.996332780943799,9.354057268918728,60.0,54.39829174870056,1,4,Backend Developer,1
91.08163631013079,97.39228817228928,61.724572756528396,1,1,78.2325462004831,4,5.471060468170025,9.418381474431364,7.267664092211747,69.17558956219564,74.98111995644541,0,3,Backend Developer,1
73.884429794552,73.22048388240478,80.57247111850623,0,1,80.26418645754427,3,5.592760688124742,9.017924628884492,9.342453398784077,84.81741032587625,85.57160889698659,0,6,Data Engineer,0
79.5518646334822,80.84603700947437,81.42112502224401,0,0,85.14935002417992,4,5.95588298911043,5.667840741888336,8.985291189146354,80.58460456834025,83.77974333925414,0,5,Cybersecurity Analyst,0
75.3040278253456,78.32465053549878,77.70174821786728,2,0,81.90537044911703,2,7.832208513276071,7.142661540161781,9.49658261100998,80.45739129002664,75.69289323270064,0,3,Full Stack Developer,1
86.72519015137243,93.47730434045755,74.49667325074893,2,0,92.48204423624745,2,5.62050849839601,8.210769238306856,8.270746028558058,83.03692593921197,71.20634760893454,1,8,Data Engineer,1
73.73593681136809,61.42392377691884,63.858979995515895,2,0,73.22801757704875,2,6.732005607361318,5.588339027461101,9.106369261125197,89.18363114933871,65.61150009521829,0,4,Data Analyst,0
76.52879254415923,85.88854643915968,75.73538497371533,3,0,68.66984912527514,0,7.284892930846715,6.267865388893341,8.234190468788825,87.86860068735157,72.45291742636935,1,5,Cybersecurity Analyst,1
72.32738215216048,75.89479299851855,67.91659946985058,3,1,93.97192505275697,4,8.000583088847883,8.562788525112767,7.65929061374173,69.80573266224407,66.50114650876996,0,7,Cloud Engineer,1
79.86317207773232,93.27051689902781,63.087510582606214,1,1,98.0,4,6.177412634286239,5.442772389795659,5.609900408127226,65.87416817455939,71.43405961071305,1,4,Data Engineer,1
56.096540515665296,73.44405965611324,68.32731853604245,3,0,84.21585113091002,0,6.211203699251424,8.105768373861963,8.595464398400056,84.49908888831227,73.87148316060906,1,9,Backend Developer,0
73.16487404745578,84.03879104551591,71.26132542860333,1,1,79.98209506820655,0,9.104090018665865,6.500678187962697,7.991127797132794,87.18913837203348,70.83345350975092,1,7,Data Analyst,1
64.63936982349107,66.96295891450313,77.27550997143425,1,1,71.57962246503912,1,7.649140791264763,9.038285024135359,6.082416061370372,77.27777828227305,73.05085404706753,1,5,DevOps Engineer,0
87.01885641676823,100.0,81.34831728495459,0,1,69.53778747881871,2,7.8294790366312945,8.710675886979276,6.1639414915567485,79.18142253640337,66.36824441267184,1,5,Product Manager,0
72.84889047556136,48.77900828234495,73.529982222116,1,1,81.88364636088892,4,5.379757232165944,8.225188260165677,5.588010645911761,78.24914849726294,63.03538910213312,1,8,Cloud Engineer,0
82.14077870639447,91.87485286351914,73.3094825658362,1,1,65.53363737200388,1,9.422285471860697,7.524149291465706,6.7021250169439295,76.26833761497858,87.62473164869613,1,7,Data Analyst,1
69.38357524898117,73.95534143586542,79.5277338809149,1,1,87.74235575202741,4,8.27019358668778,6.555014387948502,5.627098662173108,89.68029607196348,73.60755754663835,1,8,Frontend Developer,0
72.78549360088863,79.508037464999,83.74378863629866,2,1,82.96272213863077,3,8.440818249579769,8.9928440146589,5.210040887636809,81.79318501159803,61.55297001297017,0,5,Backend Developer,1
91.50019935394516,100.0,73.16902045187017,2,1,76.50989574255976,0,5.423292720667983,6.8982978571643265,9.295836343540104,65.99754771248823,56.929016556008676,0,4,Product Manager,1
80.66643077760851,81.08004441659767,74.43541254684618,2,1,70.31405898696669,4,7.057287623991284,8.891736938164513,5.195029044241684,100.0,61.444723120593764,1,6,Product Manager,1
63.17182407706058,92.4389889405158,69.70543460885776,2,1,85.71796519911156,0,5.9428823073013195,8.250986314618592,6.366127234709187,79.05229327994869,71.75574084925822,0,7,DevOps Engineer,0
76.7913130725173,91.122593795928,63.143515748012625,3,1,81.4567859665269,1,9.084046817013572,7.328368669830435,9.333417999434724,69.50871270112147,84.34001003730461,0,6,Full Stack Developer,1
77.23195329779041,100.0,79.90269714628063,2,1,88.96950514055924,0,8.572821556585648,9.453571227185396,8.837617924744125,63.91073450554396,64.89708840436937,0,6,Cybersecurity Analyst,1
78.01127620878013,80.85167100527781,87.05217555331848,2,0,68.14214861058153,3,8.56731647421156,7.173143140154014,6.271877856543749,62.23701038434221,71.18330218898203,1,8,Data Analyst,1
69.17597647016693,74.89876612400982,67.07440535879442,0,1,97.18637491029567,2,7.0177110795647515,6.590341509045391,6.436988632228509,100.0,63.23929284706391,1,9,Cybersecurity Analyst,0
72.07742758950313,73.14690001888913,78.36501177685585,2,0,83.43009007104611,1,6.133961885674463,7.272246337780259,5.505107033952032,85.70252723543625,67.95292766477712,0,5,Data Analyst,0
78.44033317752856,70.5052569254876,65.17430800949143,2,0,87.56743668216302,2,8.051357795859191,8.424987987895797,7.142081170478483,95.41468395778205,41.89371683381916,1,5,DevOps Engineer,0
92.13816286889491,100.0,71.49805557600523,3,1,75.96697061078669,4,5.366867413424245,5.205953539176212,7.092145500778365,85.89023079641922,67.54151682556017,1,9,Product Manager,1
78.79758586303963,91.90557231895673,77.37490586267678,2,0,71.45821938369164,2,6.300536199534282,9.245766214266006,8.758650173939332,65.09650192539203,85.78945092717976,1,8,Full Stack Developer,1
74.97117968727545,69.86519748798632,65.94572721300104,1,1,68.44859562340994,2,8.557302942910828,6.571101843222662,8.070460603735961,89.31469519553988,69.12984776681863,0,7,Frontend Developer,0
76.60879237371974,93.55642099248911,74.80796782884961,3,1,79.33841803985281,3,8.674796859317313,7.754019526273387,5.9453338778905165,67.09631617420361,68.13563584178446,1,5,Product Manager,1
85.94905246025878,93.47145642452556,69.47238985629191,1,1,73.63208871992997,3,9.3202017852573,6.468175379601798,8.612690924036546,78.86857463369024,74.47696266395012,0,5,DevOps Engineer,1
88.47142153166295,96.77993457781874,82.80021673877383,2,1,93.22330440984338,3,6.095593322530167,8.192735332670711,6.635176817810582,83.36892364695449,82.47303650664678,0,4,Backend Developer,1
71.12612741707,71.60953265547377,80.61452062924607,1,1,76.74420506901303,1,8.606436828103927,7.897655065142146,6.260929661758175,93.70138904804557,66.68975665791919,1,6,Cloud Engineer,0
69.36525047565793,76.58814903366647,69.19959796282232,2,0,90.97817053286393,1,5.833325471455146,8.128208797204117,9.364425525609208,92.84494377535133,55.068101877910685,0,8,Data Analyst,1
86.87292822828772,100.0,64.70057460270506,3,0,87.51175574963834,1,8.319766705856807,8.05246780888966,6.860982016556997,84.9972627298465,71.01422964239657,1,8,Cloud Engineer,1
84.66692984474514,86.46395179937872,73.05851354936283,3,0,85.85720980843789,1,9.008624181655554,8.923245615468467,9.322333101650518,82.5242875721578,68.4860250805859,1,6,Cybersecurity Analyst,1
62.96223700775198,79.5560474407572,71.4939513819986,1,1,73.98923624317304,2,7.57725433030326,5.960552393001396,5.864035866845397,72.27096336257799,67.84169244563846,1,7,Product Manager,0
82.46072665498473,66.63973962309485,74.37670151182951,1,1,69.50760689681054,2,7.769133365411157,6.113414007917304,7.239845775935473,84.12220693565448,66.5283851758155,1,6,Data Engineer,1
